Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360
Product B,Male,Location 39,Region 6,16600,8/8/2014,2000,40,365,3400,4150,10080,Active
Product B,Male,Location 26,Region 3,16600,10/26/2014,2000,40,365,3401,4601,8881,Active
Product A,Female,Location 39,Region 6,19250,11/19/2015,1000,50,365,562,2112,17062,Active
Product A,Female,Location 32,Region 6,19250,1/16/2016,1000,50,365,-425,-275,3900,Active
Product A,Male,Location 61,Region 2,19250,4/26/2016,1000,50,365,-1750,-250,12250,Active
Product B,Male,Location 135,Region 1,16600,5/13/2014,2000,40,365,3760,5080,15880,Active
Product B,Male,Location 26,Region 3,16600,3/13/2015,2000,40,365,3201,4441,16101,Active
Product B,Male,Location 123,Region 6,16600,5/17/2014,2000,40,365,3401,4601,12951,Active
Product B,Male,Location 11,Region 3,16600,9/8/2014,2000,40,365,4641,4961,15921,Active
Product C,Male,Location 143,Region 6,15600,1/11/2013,1000,40,365,2260,3220,12520,Active
Product A,Male,Location 25,Region 3,22250,7/4/2015,4000,50,365,5700,6950,21900,Active
Product A,Female,Location 37,Region 4,20250,1/21/2016,2000,50,365,1750,3860,16940,Active
Product D,Male,Location 41,Region 1,20250,9/17/2013,2000,50,365,3631,5131,17781,Active
Product B,Female,Location 3,Region 3,16600,11/28/2014,2000,40,365,3421,4641,7691,Active
Product A,Male,Location 82,Region 7,22250,4/19/2016,4000,50,365,6500,7000,15550,Active
Product A,Female,Location 3,Region 3,22250,8/23/2015,4000,50,365,5250,5600,10000,Active
Product B,Female,Location 19,Region 2,16600,2/3/2015,2000,40,365,3400,4240,10920,Active
Product C,NotSpecified,Location 99,Region 3,15600,9/30/2012,1000,40,365,2500,3900,15280,Active
Product A,Female,Location 58,Region 6,20250,7/28/2016,2000,50,365,1601,2941,14215,Active
Product B,Female,Location 50,Region 1,16600,3/28/2015,2000,40,365,3101,4121,12611,Active
Product A,Female,Location 73,Region 4,20250,7/16/2016,2000,50,365,1751,3251,18251,Active
Product D,Male,Location 421,Region 6,20250,12/5/2013,2000,50,365,6090,8190,18835,Active
Product A,Male,Location 6,Region 1,20250,1/10/2016,2000,50,365,1521,2671,6171,Active
Product B,Female,Location 6,Region 1,16600,4/19/2015,2000,40,365,3201,4321,16201,Active
Product A,Female,Location 48,Region 6,19250,5/30/2016,1000,50,365,750,2750,14533,Active
Product B,Male,Location 111,Region 6,16600,5/1/2015,2000,40,365,3181,4331,14391,Active
Product D,Female,Location 131,Region 2,20250,9/23/2013,2000,50,365,3371,4871,17851,Active
Product C,NotSpecified,Location 772,Region 6,15600,7/26/2012,1000,40,365,3030,3455,15014,Active
Product B,Female,Location 660,Region 12,16600,3/7/2014,2000,40,365,3890,4490,12540,Active
Product B,Female,Location 50,Region 1,16600,10/26/2014,2000,40,365,2971,4091,15186,Active
Product A,Female,Location 33,Region 3,22250,6/7/2016,4000,50,365,4875,5725,8775,Active
Product A,Male,Location 61,Region 2,20750,9/11/2015,2500,50,365,2950,3150,5800,Active
Product B,Male,Location 128,Region 1,16600,3/5/2014,2000,40,365,5700,5700,15170,Active
Product A,Male,Location 10,Region 2,19250,2/4/2016,1000,50,365,1220,2260,16430,Active
Product B,Male,Location 3,Region 3,16600,2/13/2015,2000,40,365,4600,4600,16500,Active
Product B,Female,Location 605,Region 3,16600,2/8/2014,2000,40,365,3901,4801,11371,Active
Product B,Female,Location 6,Region 1,16600,4/17/2015,2000,40,365,2906,3476,9236,Active
Product B,Male,Location 91,Region 6,16600,1/8/2015,2000,40,365,4001,4501,15981,Active
Product B,Female,Location 8,Region 2,16600,2/12/2015,2000,40,365,4301,4301,16321,Active
Product B,Male,Location 4,Region 4,16600,4/26/2014,2000,40,365,3401,3801,9921,Active
Product B,Male,Location 13,Region 6,16600,8/17/2014,2000,40,365,3401,4601,13001,Active
Product B,Male,Location 95,Region 6,16600,4/28/2014,2000,40,365,4701,4701,16501,Active
Product C,NotSpecified,Location 246,Region 3,15600,11/30/2012,1000,40,365,2080,3260,14900,Active
Product B,Male,Location 69,Region 6,16600,9/5/2014,2000,40,365,3120,4240,15230,Active
Product A,Male,Location 91,Region 6,22250,1/13/2016,4000,50,365,5450,6450,17750,Active
Product A,Male,Location 61,Region 2,19250,2/20/2016,1000,50,365,-750,200,14650,Active
Product A,Female,Location 67,Region 1,19250,5/2/2016,1000,50,365,-1780,-980,3640,Active
Product A,Male,Location 91,Region 6,22250,7/19/2015,4000,50,365,5400,6400,12000,Active
Product B,Male,Location 10,Region 2,16600,5/18/2015,2000,40,365,3441,4481,13701,Active
Product A,Male,Location 22,Region 6,22250,4/14/2016,4000,50,365,5450,6700,20900,Active
Product B,Male,Location 6,Region 1,16600,1/3/2015,2000,40,365,3150,3600,10800,Active
Product A,Male,Location 89,Region 6,22250,9/1/2015,4000,50,365,6100,6800,20050,Active
Product A,Female,Location 30,Region 2,22250,11/12/2015,4000,50,365,4350,4650,9150,Active
Product B,Male,Location 87,Region 6,16600,3/2/2014,2000,40,365,3150,4270,15050,Active
Product B,Male,Location 32,Region 6,16600,3/17/2014,2000,40,365,3120,4050,11380,Active
Product A,Male,Location 20,Region 1,22250,8/1/2015,4000,50,365,5325,6505,13705,Active
Product C,NotSpecified,Location 733,Region 6,15600,2/19/2013,1000,40,365,4700,5900,11540,Active
Product A,Female,Location 87,Region 6,22250,7/30/2015,4000,50,365,6050,7750,20750,Active
Product D,Male,Location 591,Region 2,20250,9/5/2013,2000,50,365,3000,4300,12750,Active
Product A,Male,Location 11,Region 3,20750,9/17/2015,2500,50,365,1450,3850,15850,Active
Product A,Female,Location 62,Region 3,22250,9/2/2015,4000,50,365,5500,7000,17250,Active
Product A,Male,Location 69,Region 6,19250,1/28/2016,1000,50,365,-1930,-380,12410,Active
Product C,NotSpecified,Location 115,Region 6,15600,7/26/2012,1000,40,365,2460,3410,13900,Active
Product B,Male,Location 30,Region 2,16600,12/24/2014,2000,40,365,3101,4241,13841,Active
Product A,Female,Location 192,Region 6,22250,6/2/2016,4000,50,365,5300,6350,10100,Active
Product B,Male,Location 13,Region 6,16600,4/28/2014,2000,40,365,3001,4121,14791,Active
Product A,Male,Location 62,Region 3,19250,2/15/2016,1000,50,365,-1950,-500,14250,Active
Product B,Male,Location 67,Region 1,16600,4/11/2015,2000,40,365,3241,4301,13341,Active
Product D,Female,Location 187,Region 2,20250,8/29/2013,2000,50,365,6751,8751,19201,Active
Product B,Male,Location 61,Region 2,16600,10/29/2014,2000,40,365,3501,4341,16411,Active
Product B,Male,Location 13,Region 6,16600,10/14/2014,2000,40,365,3861,4411,10781,Active
Product A,Female,Location 50,Region 1,19250,3/22/2016,1000,50,365,-1250,-250,10300,Active
Product B,Female,Location 69,Region 6,16600,5/25/2014,2000,40,365,3241,5081,11961,Active
Product B,Male,Location 62,Region 3,16600,8/13/2014,2000,40,365,3200,4250,10870,Active
Product A,Male,Location 86,Region 6,19250,4/23/2016,1000,50,365,-1750,-1250,5300,Active
Product A,Male,Location 46,Region 2,22250,6/14/2015,4000,50,365,5100,5800,9350,Active
Product B,Female,Location 108,Region 6,16600,3/8/2014,2000,40,365,3377,4277,15860,Active
Product B,Male,Location 24,Region 2,16600,12/10/2014,2000,40,365,3061,4251,11121,Active
Product E,Male,Location 45,Region 3,54625,5/17/2016,9000,125,365,12601,16031,53409,Active
Product A,Female,Location 39,Region 6,22250,8/31/2015,4000,50,365,5450,6900,18850,Active
Product E,Male,Location 2,Region 2,54625,6/11/2016,9000,125,365,12750,17250,50725,Active
Product C,Female,Location 144,Region 1,15600,11/10/2012,1000,40,365,2200,5160,15220,Active
Product B,Female,Location 774,Region 17,16600,2/10/2014,2000,40,365,3400,4500,13910,Active
Product A,Female,Location 89,Region 6,19250,11/3/2015,1000,50,365,1650,2450,15600,Active
Product A,Male,Location 94,Region 6,20250,8/2/2016,2000,50,365,3450,3900,18300,Active
Product A,Female,Location 53,Region 6,19250,10/20/2015,1000,50,365,750,1550,15450,Active
Product A,Male,Location 4,Region 4,22250,11/1/2015,4000,50,365,4630,5440,12250,Active
Product B,Male,Location 29,Region 1,16600,1/30/2014,2000,40,365,3400,4920,15720,Active
Product A,Female,Location 19,Region 2,22250,11/7/2015,4000,50,365,5250,6500,8500,Active
Product A,Female,Location 22,Region 6,22250,10/27/2015,4000,50,365,5750,7000,21600,Active
Product C,NotSpecified,Location 143,Region 6,15600,2/12/2013,1000,40,365,2300,3600,15300,Active
Product C,Female,Location 144,Region 1,15600,9/23/2012,1000,40,365,2000,3000,14320,Active
Product C,Male,Location 409,Region 5,15600,4/20/2013,1000,40,365,2160,3300,14240,Active
Product A,Female,Location 60,Region 3,19250,12/13/2015,1000,50,365,1000,3000,17500,Active
Product B,Female,Location 318,Region 2,16600,3/20/2014,2000,40,365,4001,4801,11251,Active
Product B,Female,Location 19,Region 2,16600,11/14/2014,2000,40,365,3401,4561,16161,Active
Product D,Female,Location 82,Region 7,20250,12/3/2013,2000,50,365,6611,8106,14316,Active
Product D,Male,Location 681,Region 3,20250,4/21/2013,2000,50,365,3400,4900,17400,Active
Product B,Male,Location 4,Region 4,16600,4/20/2015,2000,40,365,3601,4961,16111,Active
Product A,Female,Location 94,Region 6,22250,10/26/2015,4000,50,365,5500,6900,16750,Active
Product C,NotSpecified,Location 120,Region 6,15600,1/18/2013,1000,40,365,2200,3320,12240,Active
Product C,NotSpecified,Location 144,Region 1,15600,12/17/2012,1000,40,365,2900,3850,14270,Active
Product B,Female,Location 86,Region 6,16600,5/16/2014,2000,40,365,3081,4281,10941,Active
Product B,Female,Location 3,Region 3,16600,3/16/2015,2000,40,365,3121,4081,7781,Active
Product B,Female,Location 67,Region 1,16600,1/4/2015,2000,40,365,3201,4501,8781,Active
Product B,Female,Location 6,Region 1,16600,8/25/2014,2000,40,365,2826,3266,5436,Active
Product B,Male,Location 123,Region 6,16600,6/5/2014,2000,40,365,3291,4381,12541,Active
Product A,Female,Location 9,Region 6,22250,10/8/2015,4000,50,365,6000,8000,15780,Active
Product D,Male,Location 775,Region 2,20250,7/21/2013,2000,50,365,3400,4750,17550,Active
Product B,Female,Location 29,Region 1,16600,11/17/2014,2000,40,365,3400,5340,14620,Active
Product A,Male,Location 32,Region 6,19250,12/11/2015,1000,50,365,400,1500,9350,Active
Product C,NotSpecified,Location 776,Region 2,15600,11/1/2012,1000,40,365,2120,3280,12170,Active
Product A,Male,Location 67,Region 1,19250,2/5/2016,1000,50,365,650,2050,16820,Active
Product B,Male,Location 3,Region 3,16600,11/20/2014,2000,40,365,3681,5361,13141,Active
Product C,Male,Location 140,Region 6,15600,8/12/2012,1000,40,365,2000,2500,11700,Active
Product B,Male,Location 45,Region 3,16600,2/14/2014,2000,40,365,3201,4241,16001,Active
Product E,Female,Location 135,Region 1,54625,7/19/2016,9000,125,365,11501,12501,23501,Active
Product B,Female,Location 11,Region 3,16600,6/11/2014,2000,40,365,3281,3941,9301,Active
Product B,Male,Location 53,Region 6,16600,11/30/2014,2000,40,365,4601,4601,15201,Active
Product A,Female,Location 25,Region 3,19250,3/31/2016,1000,50,365,-1850,-350,13860,Active
Product B,Male,Location 42,Region 4,16600,4/13/2015,2000,40,365,4380,4380,16140,Active
Product B,Male,Location 37,Region 4,16600,3/6/2015,2000,40,365,3340,5840,15830,Active
Product B,Male,Location 42,Region 4,16600,5/16/2015,2000,40,365,2831,2831,9201,Active
Product B,Female,Location 49,Region 6,16600,3/14/2015,2000,40,365,3901,4301,12841,Active
Product C,NotSpecified,Location 203,Region 6,15600,9/11/2012,1000,40,365,2145,3545,15215,Active
Product C,NotSpecified,Location 170,Region 6,15600,11/10/2012,1000,40,365,1720,2720,14220,Active
Product A,Male,Location 23,Region 4,22250,7/27/2015,4000,50,365,5250,6700,18650,Active
Product B,Male,Location 339,Region 15,16600,2/4/2014,2000,40,365,3501,4641,15840,Active
Product C,Female,Location 207,Region 13,13775,2/20/2014,1000,35,365,1905,1905,1905,Active
Product B,Male,Location 17,Region 3,16600,2/19/2015,2000,40,365,3241,4321,15881,Active
Product A,Male,Location 26,Region 3,22250,6/6/2015,4000,50,365,5400,6750,21400,Active
Product B,Female,Location 67,Region 1,16600,11/17/2014,2000,40,365,6201,6201,15921,Active
Product B,Female,Location 49,Region 6,16600,12/29/2014,2000,40,365,3001,3811,9731,Active
Product A,Male,Location 25,Region 3,22250,10/11/2015,4000,50,365,5390,6100,11940,Active
Product A,Female,Location 28,Region 7,20750,9/13/2015,2500,50,365,2100,3050,11650,Active
Product C,Male,Location 129,Region 13,13775,1/6/2014,1000,35,365,2610,3310,13600,Active
Product A,Male,Location 70,Region 7,22250,6/14/2015,4000,50,365,4400,4600,9950,Active
Product A,Male,Location 61,Region 2,19250,1/9/2016,1000,50,365,700,2050,14405,Active
Product B,Male,Location 114,Region 6,16600,7/26/2014,2000,40,365,3401,4641,7121,Active
Product B,Male,Location 25,Region 3,16600,3/20/2015,2000,40,365,2961,4101,11481,Active
Product A,Male,Location 10,Region 2,19250,1/10/2016,1000,50,365,500,1850,10470,Active
Product A,Male,Location 18,Region 7,22250,5/31/2016,4000,50,365,5200,6700,18050,Active
Product A,Male,Location 3,Region 3,22250,8/23/2015,4000,50,365,5080,5580,12170,Active
Product A,Male,Location 46,Region 2,19250,4/21/2016,1000,50,365,-1950,-150,14400,Active
Product C,NotSpecified,Location 777,Region 8,15600,5/15/2012,1000,40,365,2400,3400,13160,Active
Product A,Male,Location 25,Region 3,22250,9/3/2015,4000,50,365,5350,6750,17950,Active
Product A,Female,Location 49,Region 6,22250,10/17/2015,4000,50,365,5900,6900,20500,Active
Product A,Female,Location 84,Region 3,22250,11/9/2015,4000,50,365,7150,7150,22200,Active
Product A,Male,Location 23,Region 4,22250,9/12/2015,4000,50,365,6500,7500,22150,Active
Product A,Male,Location 108,Region 6,19250,10/4/2015,1000,50,365,650,1767,8450,Active
Product B,Female,Location 17,Region 3,16600,8/13/2014,2000,40,365,3081,4211,14501,Active
Product B,Female,Location 88,Region 7,16600,5/19/2014,2000,40,365,3401,4301,16124,Active
Product B,Female,Location 45,Region 3,16600,5/24/2014,2000,40,365,4301,5101,16261,Active
Product A,Male,Location 108,Region 6,22250,5/25/2015,4000,50,365,7800,9300,20395,Active
Product B,Male,Location 111,Region 6,16600,3/8/2015,2000,40,365,3101,4141,11651,Active
Product B,Male,Location 4,Region 4,16600,10/7/2014,2000,40,365,3171,4361,16341,Active
Product B,Female,Location 48,Region 6,16600,12/18/2014,2000,40,365,6280,6280,15707,Active
Product E,Male,Location 91,Region 6,54625,4/4/2016,9000,125,365,12241,13721,29671,Active
Product A,Female,Location 21,Region 7,19250,4/8/2016,1000,50,365,-1950,-400,8050,Active
Product C,NotSpecified,Location 34,Region 1,15600,12/3/2012,1000,40,365,2240,3520,11560,Active
Product A,Female,Location 39,Region 6,19250,11/16/2015,1000,50,365,650,1950,12300,Active
Product B,Female,Location 38,Region 3,16600,2/27/2015,2000,40,365,3991,5191,16271,Active
Product A,Male,Location 114,Region 6,19250,12/12/2015,1000,50,365,700,2250,8250,Active
Product A,Female,Location 38,Region 3,19250,12/13/2015,1000,50,365,700,1950,15958,Active
Product B,Female,Location 3,Region 3,16600,11/24/2014,2000,40,365,5141,5641,15969,Active
Product D,Male,Location 26,Region 3,20250,9/1/2013,2000,50,365,3751,5251,19391,Active
Product A,Male,Location 3,Region 3,20750,9/17/2015,2500,50,365,2270,2970,13620,Active
Product B,Male,Location 30,Region 2,16600,7/13/2014,2000,40,365,3040,4250,8030,Active
Product E,Female,Location 25,Region 3,54625,4/10/2016,9000,125,365,12680,17430,54150,Active
Product B,Male,Location 778,Region 2,16600,12/22/2014,2000,40,365,3101,4301,11931,Active
Product E,Female,Location 38,Region 3,54625,6/2/2016,9000,125,365,11925,13925,28000,Active
Product B,Female,Location 108,Region 6,16600,10/23/2014,2000,40,365,3181,4481,13541,Active
Product B,Female,Location 62,Region 3,16600,12/28/2014,2000,40,365,2581,3061,6421,Active
Product B,Male,Location 60,Region 3,16600,5/16/2015,2000,40,365,4601,4601,12581,Active
Product B,Male,Location 165,Region 2,16600,6/17/2014,2000,40,365,3400,4289,14600,Active
Product B,Female,Location 94,Region 6,16600,6/20/2014,2000,40,365,3981,4881,12361,Active
Product A,Male,Location 47,Region 7,20250,7/10/2016,2000,50,365,3251,3251,18101,Active
Product A,Male,Location 89,Region 6,19250,8/9/2015,1000,50,365,950,3250,15900,Active
Product B,Female,Location 30,Region 2,16600,10/3/2014,2000,40,365,2440,2680,4800,Active
Product A,Male,Location 57,Region 6,20250,6/30/2016,2000,50,365,1800,3150,16158,Active
Product B,Male,Location 779,Region 3,16600,4/30/2014,2000,40,365,4601,4601,16501,Active
Product B,Male,Location 73,Region 4,16600,5/2/2014,2000,40,365,3041,3841,8021,Active
Product C,Female,Location 202,Region 13,13775,1/10/2014,1000,35,365,2315,3390,12500,Active
Product B,Male,Location 32,Region 6,16600,12/15/2014,2000,40,365,2600,2640,6210,Active
Product A,Female,Location 6,Region 1,19250,2/1/2016,1000,50,365,1650,2950,16100,Active
Product B,Male,Location 23,Region 4,16600,4/14/2014,2000,40,365,3140,4260,15700,Active
Product E,Female,Location 22,Region 6,54625,1/31/2016,9000,125,365,12631,16391,49891,Active
Product A,Female,Location 28,Region 7,20250,1/11/2016,2000,50,365,1750,3250,18100,Active
Product B,Female,Location 111,Region 6,16600,10/10/2014,2000,40,365,3361,4361,13251,Active
Product B,Male,Location 31,Region 4,16600,11/10/2014,2000,40,365,3400,4600,16040,Active
Product B,Female,Location 25,Region 3,16600,12/12/2014,2000,40,365,2721,3921,11761,Active
Product A,Male,Location 17,Region 3,20250,7/31/2016,2000,50,365,1726,3076,14846,Active
Product A,Female,Location 135,Region 1,19250,4/2/2016,1000,50,365,-1850,-350,13550,Active
Product B,Male,Location 88,Region 7,16600,3/29/2014,2000,40,365,3400,4600,16150,Active
Product B,Male,Location 4,Region 4,16600,4/15/2015,2000,40,365,3081,4361,13921,Active
Product B,Female,Location 13,Region 6,16600,6/3/2014,2000,40,365,3400,5200,16000,Active
Product A,Female,Location 22,Region 6,19250,8/11/2015,1000,50,365,-450,-200,5250,Active
Product A,Female,Location 91,Region 6,22250,7/17/2015,4000,50,365,5500,7000,19450,Active
Product B,Female,Location 3,Region 3,16600,5/11/2015,2000,40,365,3701,5201,16280,Active
Product A,Female,Location 89,Region 6,19250,11/17/2015,1000,50,365,1310,2310,7857,Active
Product A,Female,Location 61,Region 2,22250,5/20/2015,4000,50,365,5300,6750,20630,Active
Product C,Male,Location 256,Region 1,15600,6/10/2012,1000,40,365,2600,3800,15060,Active
Product B,Male,Location 25,Region 3,16600,9/13/2014,2000,40,365,3441,4521,16281,Active
Product E,Male,Location 8,Region 2,54625,5/14/2016,9000,125,365,12476,12676,22551,Active
